Budget Case,Strategy,Target Budget,Target Budget Share %,Total PnL,PnL Contribution %,Avg Daily PnL,Daily Vol,Sharpe-like Daily,Positive Days %,Worst Day,Avg Losing Day,Corr To Portfolio Daily PnL,Variance Contribution Approx %,PnL In MaxDD Window,MaxDD Loss Contribution %,Avg Gross Exposure %,Max Gross Exposure %
anchor_grid_tf2_mreq1p25_mrfx6p75,TF_EQ,2.0,20.0,1006499.4888716574,52.00851579388321,196.8125711520644,7191.2772667647405,0.02736823569043219,29.429018380915135,-91647.64914110058,-5047.10532990074,0.8855310113495828,75.18915068080283,-140012.61562336364,56.446652401683764,106.6864244000295,215.40573494815192
anchor_grid_tf2_mreq1p75_mrfx6p25,MR_EQ,1.75,17.5,777285.3347535948,31.991046047886844,151.99165716730442,4874.6810546320485,0.031179815758997812,9.913961673836527,-58953.82790655689,-5085.96854224495,0.5280762635641008,23.92077561819557,-78978.9561675564,25.34815853905486,23.899038008754268,188.46222980818942
anchor_grid_tf2_mreq1p75_mrfx6p25,MR_FX,6.25,62.5,478562.31380005286,19.696382181730026,93.57886464607995,3046.8651216232547,0.03071316284464363,43.56667970277669,-91290.09059331403,-2269.3755602644937,0.28735783311749297,8.135957557470627,-49665.54845203074,15.940071345338177,56.93105139420251,642.4338267213869
anchor_grid_tf2_mreq1p75_mrfx6p25,TF_EQ,2.0,20.0,1173848.8783748238,48.31257177038311,229.53634696418143,8614.863545166647,0.026644223180175893,29.429018380915135,-113163.2411879797,-5954.440890798148,0.8487223069457456,67.94326682433378,-99872.25876613078,32.05382764855198,106.65560782379833,216.06073825888794
anchor_grid_tf2_mreq2_mrfx6,MR_EQ,2.0,20.0,954778.8886825974,35.16136481596177,186.6990396328896,6110.4437568296435,0.030554088551132813,9.913961673836527,-75061.07575854496,-6331.0507569368865,0.5752031225079364,28.877829957812857,-99864.38205498882,27.546990015997192,27.359704543821564,220.21023072629157
anchor_grid_tf2_mreq2_mrfx6,MR_FX,6.0,60.0,493044.0760417807,18.15719098269357,96.4106523351155,3212.981741472567,0.030006598260632743,43.56667970277669,-96822.99998655007,-2366.876781322948,0.2675601458864572,7.063179616234604,-51964.49896610739,14.33409494705972,54.650427893918234,616.407218190455
anchor_grid_tf2_mreq2_mrfx6,TF_EQ,2.0,20.0,1267597.4795047045,46.68144420134466,247.8681031491405,9421.730574967549,0.026308128976612583,29.429018380915135,-125480.82155121583,-6463.384629028153,0.8275206502308968,64.0589904259526,-109969.78524629225,30.334504794441212,106.64070424396758,217.56904079989013
anchor_grid_tf2p25_mreq0p875_mrfx6p875,MR_EQ,0.875,8.75,336559.2658506515,17.774621037406384,65.81135429226661,1984.8687485697362,0.03315652701957709,9.913961673836527,-22677.945885007037,-2101.4123264274585,0.3084960318335044,6.938215892276063,-11700.754694768693,4.450889026964598,11.888013969445401,92.2418346256855
anchor_grid_tf2p25_mreq0p875_mrfx6p875,MR_FX,6.875,68.75,451532.0038860667,23.846647736915987,88.2933132354452,2714.134030253897,0.03253093334789575,43.54712553773954,-78847.21230313042,-2079.5552771775447,0.3135502714248744,9.64283875772049,-70163.2315825769,26.68962521596056,62.63326181463668,709.1466355745765
anchor_grid_tf2p25_mreq0p875_mrfx6p875,TF_EQ,2.25,22.5,1105390.819936914,58.37873122567762,216.14994523600194,7953.3932067951955,0.027177072680290522,29.429018380915135,-101059.16365517199,-5599.004635497137,0.9256478727811082,83.41894535000344,-156946.58353343536,59.70143334266007,119.5009734298214,243.06861755523352
anchor_grid_tf2p25_mreq1_mrfx6p75,MR_EQ,1.0,10.0,399133.33260132646,19.88089339169155,78.04719057515183,2377.6305062166753,0.03282561792973535,9.913961673836527,-27420.977084580692,-2508.504232161047,0.33816009491138077,8.62305891762109,-14122.834424533852,5.1152648472778655,13.597050038134512,105.75989412053686
anchor_grid_tf2p25_mreq1_mrfx6p75,MR_FX,6.75,67.5,459431.1136767221,22.884335247831615,89.83791820037585,2797.118996254206,0.03211801797516778,43.54712553773954,-81572.33418045798,-2130.2222240210667,0.30598952951517355,9.179354471508292,-72103.75883292244,26.115849823596786,61.49257019670551,695.8447262560913
anchor_grid_tf2p25_mreq1_mrfx6p75,TF_EQ,2.25,22.5,1149058.2733736183,57.234771360476834,224.688751148537,8325.937038487278,0.026986602241873332,29.429018380915135,-106685.87769264658,-5839.100728459206,0.9205159365604196,82.19758661087064,-164775.80609337857,59.681496168157025,119.49203499598133,243.18816118923684
anchor_grid_tf2p25_mreq1p125_mrfx6p625,MR_EQ,1.125,11.25,465905.09583203716,21.897248098802173,91.10385135550199,2803.4123472219053,0.03249748523287453,9.913961673836527,-32626.935801547777,-2947.483919312929,0.36700944967967575,10.436124755173092,-16775.116786232742,5.7861831513250745,15.308903038835636,119.36560154807165
anchor_grid_tf2p25_mreq1p125_mrfx6p625,MR_FX,6.625,66.25,467315.9585795894,21.963557765498,91.37973378560606,2881.135346331284,0.031716571004539985,43.54712553773954,-84333.09998208139,-2181.2013019227456,0.29818240489998843,8.714063239540447,-74052.18992710518,25.542566357963693,60.35194990520346,682.9764072735042
anchor_grid_tf2p25_mreq1p125_mrfx6p625,TF_EQ,2.25,22.5,1194466.834631943,56.139194135699825,233.56801615798648,8715.075050237556,0.02680045952692282,29.429018380915135,-112585.95047797682,-6088.948379902838,0.914603479405125,80.84981200528645,-172950.4684824897,59.65520833622148,119.48318861167783,243.3083361465935
anchor_grid_tf2p25_mreq1p25_mrfx6p5,MR_EQ,1.25,12.5,537084.2806911024,23.828730491579535,105.02234663494376,3264.372846837453,0.03217228900083829,9.894407508799375,-38329.07976718154,-3420.2889693582883,0.3949940202977508,12.360095086705678,-19673.86479611229,6.463436477336402,17.02361836054385,133.0598119405814
anchor_grid_tf2p25_mreq1p25_mrfx6p5,MR_FX,6.5,65.0,475172.340514117,21.08189356164773,92.91598367503265,2966.0660340103273,0.031326336841329114,43.54712553773954,-87125.71306541329,-2232.4133889589784,0.29016721823246383,8.250128175979388,-76005.31953352949,24.96995683541037,59.21140087551227,670.1074495197165
anchor_grid_tf2p25_mreq1p25_mrfx6p5,TF_EQ,2.25,22.5,1241679.1513316105,55.08937594677272,242.7999904833028,9121.427917821225,0.026618638295537702,29.429018380915135,-118770.24361908203,-6348.886187993765,0.9079673170853536,79.3897767373149,-181483.40698266507,59.62257466335951,119.474434441646,243.4291439012481
anchor_grid_tf2p25_mreq1p5_mrfx6p25,MR_EQ,1.5,15.0,693542.199680759,27.45555763383901,135.61638632787623,4301.013789474298,0.03153126052740516,9.913961673836527,-51364.24899666157,-4475.593816547767,0.44821643752898255,16.471431858599303,-26280.404325676325,7.836099820509856,20.46182210610048,160.7998576050216
